subject,phase,group,bin_start_min,bin_end_min,active_lever_presses,inactive_lever_presses,session_time
75,SelfAdmin,One,50,55,1,0,50-55 min
75,SelfAdmin,One,55,60,0,0,55-60 min
75,SelfAdmin,One,60,65,1,1,60-65 min
75,SelfAdmin,One,65,70,0,0,65-70 min
75,SelfAdmin,One,70,75,0,0,70-75 min
75,SelfAdmin,One,75,80,0,0,75-80 min
75,SelfAdmin,One,80,85,2,0,80-85 min
75,SelfAdmin,One,85,90,4,0,85-90 min
75,SelfAdmin,One,90,95,0,0,90-95 min
75,SelfAdmin,One,95,100,0,0,95-100 min
75,SelfAdmin,One,100,105,0,0,100-105 min
75,SelfAdmin,One,105,110,0,0,105-110 min
75,SelfAdmin,One,110,115,0,0,110-115 min
75,SelfAdmin,One,115,120,0,0,115-120 min
75,SelfAdmin,One,120,125,0,0,120-125 min
75,SelfAdmin,One,125,130,0,0,125-130 min
75,SelfAdmin,One,130,135,0,0,130-135 min
75,SelfAdmin,One,135,140,0,0,135-140 min
75,SelfAdmin,One,140,145,0,0,140-145 min
75,SelfAdmin,One,145,150,7,0,145-150 min
75,SelfAdmin,One,150,155,0,0,150-155 min
75,SelfAdmin,One,155,160,0,0,155-160 min
75,SelfAdmin,One,160,165,0,0,160-165 min
75,SelfAdmin,One,165,170,0,0,165-170 min
75,SelfAdmin,One,170,175,0,0,170-175 min
75,SelfAdmin,One,175,180,0,0,175-180 min
76,SelfAdmin,One,0,5,2,1,0-5 min
76,SelfAdmin,One,5,10,0,1,5-10 min
76,SelfAdmin,One,10,15,1,0,10-15 min
76,SelfAdmin,One,15,20,0,0,15-20 min
76,SelfAdmin,One,20,25,0,0,20-25 min
76,SelfAdmin,One,25,30,0,0,25-30 min
76,SelfAdmin,One,30,35,0,0,30-35 min
76,SelfAdmin,One,35,40,0,0,35-40 min
76,SelfAdmin,One,40,45,0,0,40-45 min
76,SelfAdmin,One,45,50,0,0,45-50 min
76,SelfAdmin,One,50,55,0,0,50-55 min
76,SelfAdmin,One,55,60,0,0,55-60 min
76,SelfAdmin,One,60,65,0,0,60-65 min
76,SelfAdmin,One,65,70,3,0,65-70 min
76,SelfAdmin,One,70,75,0,0,70-75 min
76,SelfAdmin,One,75,80,0,0,75-80 min
76,SelfAdmin,One,80,85,0,0,80-85 min
76,SelfAdmin,One,85,90,0,0,85-90 min
76,SelfAdmin,One,90,95,0,0,90-95 min
76,SelfAdmin,One,95,100,0,0,95-100 min
76,SelfAdmin,One,100,105,0,0,100-105 min
76,SelfAdmin,One,105,110,0,0,105-110 min
76,SelfAdmin,One,110,115,0,0,110-115 min
76,SelfAdmin,One,115,120,0,1,115-120 min
76,SelfAdmin,One,120,125,2,0,120-125 min
76,SelfAdmin,One,125,130,0,0,125-130 min
76,SelfAdmin,One,130,135,0,0,130-135 min
76,SelfAdmin,One,135,140,0,0,135-140 min
76,SelfAdmin,One,140,145,3,0,140-145 min
76,SelfAdmin,One,145,150,0,0,145-150 min
76,SelfAdmin,One,150,155,0,0,150-155 min
76,SelfAdmin,One,155,160,0,0,155-160 min
76,SelfAdmin,One,160,165,0,0,160-165 min
76,SelfAdmin,One,165,170,0,0,165-170 min
76,SelfAdmin,One,170,175,0,0,170-175 min
76,SelfAdmin,One,175,180,1,0,175-180 min
77,SelfAdmin,One,0,5,2,0,0-5 min
77,SelfAdmin,One,5,10,0,0,5-10 min
77,SelfAdmin,One,10,15,0,0,10-15 min
77,SelfAdmin,One,15,20,0,0,15-20 min
77,SelfAdmin,One,20,25,0,0,20-25 min
77,SelfAdmin,One,25,30,0,0,25-30 min
77,SelfAdmin,One,30,35,0,0,30-35 min
77,SelfAdmin,One,35,40,0,0,35-40 min
77,SelfAdmin,One,40,45,0,0,40-45 min
77,SelfAdmin,One,45,50,0,1,45-50 min
77,SelfAdmin,One,50,55,5,2,50-55 min
77,SelfAdmin,One,55,60,0,0,55-60 min
77,SelfAdmin,One,60,65,0,0,60-65 min
77,SelfAdmin,One,65,70,0,0,65-70 min
77,SelfAdmin,One,70,75,0,0,70-75 min
77,SelfAdmin,One,75,80,0,0,75-80 min
77,SelfAdmin,One,80,85,2,0,80-85 min
77,SelfAdmin,One,85,90,0,0,85-90 min
77,SelfAdmin,One,90,95,0,0,90-95 min
77,SelfAdmin,One,95,100,0,0,95-100 min
77,SelfAdmin,One,100,105,0,0,100-105 min
77,SelfAdmin,One,105,110,0,0,105-110 min
77,SelfAdmin,One,110,115,4,1,110-115 min
77,SelfAdmin,One,115,120,0,0,115-120 min
77,SelfAdmin,One,120,125,0,0,120-125 min
77,SelfAdmin,One,125,130,0,0,125-130 min
77,SelfAdmin,One,130,135,3,0,130-135 min
77,SelfAdmin,One,135,140,0,0,135-140 min
77,SelfAdmin,One,140,145,0,0,140-145 min
77,SelfAdmin,One,145,150,0,0,145-150 min
77,SelfAdmin,One,150,155,0,0,150-155 min
77,SelfAdmin,One,155,160,0,0,155-160 min
77,SelfAdmin,One,160,165,0,0,160-165 min
77,SelfAdmin,One,165,170,7,0,165-170 min
77,SelfAdmin,One,170,175,0,0,170-175 min
77,SelfAdmin,One,175,180,0,0,175-180 min
78,SelfAdmin,One,0,5,3,2,0-5 min
78,SelfAdmin,One,5,10,7,4,5-10 min
78,SelfAdmin,One,10,15,3,0,10-15 min
78,SelfAdmin,One,15,20,0,0,15-20 min
78,SelfAdmin,One,20,25,0,1,20-25 min
78,SelfAdmin,One,25,30,0,1,25-30 min
78,SelfAdmin,One,30,35,0,1,30-35 min
78,SelfAdmin,One,35,40,0,0,35-40 min
78,SelfAdmin,One,40,45,2,0,40-45 min
78,SelfAdmin,One,45,50,1,0,45-50 min
78,SelfAdmin,One,50,55,0,0,50-55 min
78,SelfAdmin,One,55,60,1,0,55-60 min
78,SelfAdmin,One,60,65,0,0,60-65 min
78,SelfAdmin,One,65,70,0,0,65-70 min
78,SelfAdmin,One,70,75,0,0,70-75 min
78,SelfAdmin,One,75,80,2,0,75-80 min
78,SelfAdmin,One,80,85,0,0,80-85 min
78,SelfAdmin,One,85,90,0,0,85-90 min
78,SelfAdmin,One,90,95,1,0,90-95 min
78,SelfAdmin,One,95,100,0,0,95-100 min
78,SelfAdmin,One,100,105,0,0,100-105 min
78,SelfAdmin,One,105,110,2,0,105-110 min
78,SelfAdmin,One,110,115,0,0,110-115 min
78,SelfAdmin,One,115,120,0,0,115-120 min
78,SelfAdmin,One,120,125,0,0,120-125 min
78,SelfAdmin,One,125,130,0,0,125-130 min
78,SelfAdmin,One,130,135,0,0,130-135 min
78,SelfAdmin,One,135,140,0,0,135-140 min
78,SelfAdmin,One,140,145,0,0,140-145 min
78,SelfAdmin,One,145,150,0,0,145-150 min
78,SelfAdmin,One,150,155,0,0,150-155 min
78,SelfAdmin,One,155,160,0,0,155-160 min
78,SelfAdmin,One,160,165,0,0,160-165 min
78,SelfAdmin,One,165,170,0,0,165-170 min
78,SelfAdmin,One,170,175,0,0,170-175 min
78,SelfAdmin,One,175,180,0,0,175-180 min
79,SelfAdmin,One,0,5,2,1,0-5 min
79,SelfAdmin,One,5,10,0,0,5-10 min
79,SelfAdmin,One,10,15,0,0,10-15 min
79,SelfAdmin,One,15,20,0,0,15-20 min
79,SelfAdmin,One,20,25,0,0,20-25 min
79,SelfAdmin,One,25,30,0,0,25-30 min
79,SelfAdmin,One,30,35,0,0,30-35 min
79,SelfAdmin,One,35,40,0,0,35-40 min
79,SelfAdmin,One,40,45,0,0,40-45 min
79,SelfAdmin,One,45,50,0,0,45-50 min
79,SelfAdmin,One,50,55,0,0,50-55 min
79,SelfAdmin,One,55,60,1,5,55-60 min
79,SelfAdmin,One,60,65,0,4,60-65 min
79,SelfAdmin,One,65,70,0,0,65-70 min
79,SelfAdmin,One,70,75,0,0,70-75 min
79,SelfAdmin,One,75,80,2,0,75-80 min
79,SelfAdmin,One,80,85,1,0,80-85 min
79,SelfAdmin,One,85,90,0,0,85-90 min
79,SelfAdmin,One,90,95,0,0,90-95 min
79,SelfAdmin,One,95,100,0,0,95-100 min
79,SelfAdmin,One,100,105,0,0,100-105 min
79,SelfAdmin,One,105,110,0,0,105-110 min
79,SelfAdmin,One,110,115,0,1,110-115 min
79,SelfAdmin,One,115,120,2,0,115-120 min
79,SelfAdmin,One,120,125,0,0,120-125 min
79,SelfAdmin,One,125,130,0,0,125-130 min
79,SelfAdmin,One,130,135,0,0,130-135 min
79,SelfAdmin,One,135,140,1,0,135-140 min
79,SelfAdmin,One,140,145,1,0,140-145 min
79,SelfAdmin,One,145,150,0,0,145-150 min
79,SelfAdmin,One,150,155,0,0,150-155 min
79,SelfAdmin,One,155,160,1,0,155-160 min
79,SelfAdmin,One,160,165,1,0,160-165 min
79,SelfAdmin,One,165,170,0,0,165-170 min
79,SelfAdmin,One,170,175,0,0,170-175 min
79,SelfAdmin,One,175,180,0,0,175-180 min
80,SelfAdmin,One,0,5,2,0,0-5 min
80,SelfAdmin,One,5,10,2,3,5-10 min
80,SelfAdmin,One,10,15,3,0,10-15 min
80,SelfAdmin,One,15,20,0,0,15-20 min
80,SelfAdmin,One,20,25,0,0,20-25 min
80,SelfAdmin,One,25,30,0,0,25-30 min
80,SelfAdmin,One,30,35,1,0,30-35 min
80,SelfAdmin,One,35,40,1,0,35-40 min
80,SelfAdmin,One,40,45,3,0,40-45 min
80,SelfAdmin,One,45,50,0,0,45-50 min
80,SelfAdmin,One,50,55,0,0,50-55 min
80,SelfAdmin,One,55,60,0,0,55-60 min
80,SelfAdmin,One,60,65,0,0,60-65 min
80,SelfAdmin,One,65,70,0,0,65-70 min
80,SelfAdmin,One,70,75,0,0,70-75 min
80,SelfAdmin,One,75,80,2,0,75-80 min
80,SelfAdmin,One,80,85,0,0,80-85 min
80,SelfAdmin,One,85,90,0,0,85-90 min
80,SelfAdmin,One,90,95,0,0,90-95 min
80,SelfAdmin,One,95,100,0,0,95-100 min
80,SelfAdmin,One,100,105,4,0,100-105 min
80,SelfAdmin,One,105,110,1,0,105-110 min
80,SelfAdmin,One,110,115,0,0,110-115 min
80,SelfAdmin,One,115,120,0,0,115-120 min
80,SelfAdmin,One,120,125,0,0,120-125 min
80,SelfAdmin,One,125,130,0,0,125-130 min
80,SelfAdmin,One,130,135,1,0,130-135 min
80,SelfAdmin,One,135,140,0,0,135-140 min
80,SelfAdmin,One,140,145,0,0,140-145 min
80,SelfAdmin,One,145,150,0,0,145-150 min
80,SelfAdmin,One,150,155,2,1,150-155 min
80,SelfAdmin,One,155,160,0,0,155-160 min
80,SelfAdmin,One,160,165,0,0,160-165 min
80,SelfAdmin,One,165,170,0,0,165-170 min
80,SelfAdmin,One,170,175,0,0,170-175 min
80,SelfAdmin,One,175,180,2,0,175-180 min
81,SelfAdmin,One,0,5,0,0,0-5 min
81,SelfAdmin,One,5,10,0,0,5-10 min
81,SelfAdmin,One,10,15,0,0,10-15 min
81,SelfAdmin,One,15,20,0,0,15-20 min
81,SelfAdmin,One,20,25,0,0,20-25 min
81,SelfAdmin,One,25,30,0,0,25-30 min
81,SelfAdmin,One,30,35,0,0,30-35 min
81,SelfAdmin,One,35,40,0,0,35-40 min
81,SelfAdmin,One,40,45,0,0,40-45 min
81,SelfAdmin,One,45,50,0,0,45-50 min
81,SelfAdmin,One,50,55,0,0,50-55 min
81,SelfAdmin,One,55,60,0,0,55-60 min
81,SelfAdmin,One,60,65,0,0,60-65 min
81,SelfAdmin,One,65,70,0,0,65-70 min
81,SelfAdmin,One,70,75,0,0,70-75 min
81,SelfAdmin,One,75,80,0,0,75-80 min
81,SelfAdmin,One,80,85,0,0,80-85 min
81,SelfAdmin,One,85,90,0,0,85-90 min
81,SelfAdmin,One,90,95,0,0,90-95 min
81,SelfAdmin,One,95,100,0,0,95-100 min
81,SelfAdmin,One,100,105,0,0,100-105 min
81,SelfAdmin,One,105,110,0,0,105-110 min
81,SelfAdmin,One,110,115,0,0,110-115 min
81,SelfAdmin,One,115,120,0,0,115-120 min
81,SelfAdmin,One,120,125,0,0,120-125 min
81,SelfAdmin,One,125,130,0,0,125-130 min
81,SelfAdmin,One,130,135,0,0,130-135 min
81,SelfAdmin,One,135,140,0,0,135-140 min
81,SelfAdmin,One,140,145,0,0,140-145 min
81,SelfAdmin,One,145,150,0,0,145-150 min
81,SelfAdmin,One,150,155,0,0,150-155 min
81,SelfAdmin,One,155,160,0,2,155-160 min
81,SelfAdmin,One,160,165,0,0,160-165 min
81,SelfAdmin,One,165,170,0,0,165-170 min
81,SelfAdmin,One,170,175,0,0,170-175 min
81,SelfAdmin,One,175,180,0,1,175-180 min
82,SelfAdmin,One,0,5,2,2,0-5 min
82,SelfAdmin,One,5,10,0,0,5-10 min
82,SelfAdmin,One,10,15,0,0,10-15 min
82,SelfAdmin,One,15,20,0,0,15-20 min
82,SelfAdmin,One,20,25,1,0,20-25 min
82,SelfAdmin,One,25,30,0,0,25-30 min
82,SelfAdmin,One,30,35,0,0,30-35 min
82,SelfAdmin,One,35,40,0,0,35-40 min
82,SelfAdmin,One,40,45,0,0,40-45 min
82,SelfAdmin,One,45,50,0,0,45-50 min
82,SelfAdmin,One,50,55,0,2,50-55 min
82,SelfAdmin,One,55,60,1,3,55-60 min
82,SelfAdmin,One,60,65,0,0,60-65 min
82,SelfAdmin,One,65,70,0,0,65-70 min
82,SelfAdmin,One,70,75,1,0,70-75 min
82,SelfAdmin,One,75,80,1,1,75-80 min
82,SelfAdmin,One,80,85,0,0,80-85 min
82,SelfAdmin,One,85,90,0,0,85-90 min
82,SelfAdmin,One,90,95,0,0,90-95 min
82,SelfAdmin,One,95,100,0,0,95-100 min
82,SelfAdmin,One,100,105,0,0,100-105 min
82,SelfAdmin,One,105,110,1,2,105-110 min
82,SelfAdmin,One,110,115,0,0,110-115 min
82,SelfAdmin,One,115,120,0,0,115-120 min
82,SelfAdmin,One,120,125,0,0,120-125 min
82,SelfAdmin,One,125,130,0,0,125-130 min
82,SelfAdmin,One,130,135,2,0,130-135 min
82,SelfAdmin,One,135,140,0,0,135-140 min
82,SelfAdmin,One,140,145,0,0,140-145 min
82,SelfAdmin,One,145,150,0,0,145-150 min
82,SelfAdmin,One,150,155,0,0,150-155 min
82,SelfAdmin,One,155,160,0,0,155-160 min
82,SelfAdmin,One,160,165,0,0,160-165 min
82,SelfAdmin,One,165,170,0,0,165-170 min
82,SelfAdmin,One,170,175,0,0,170-175 min
82,SelfAdmin,One,175,180,1,0,175-180 min
83,SelfAdmin,One,0,5,0,0,0-5 min
83,SelfAdmin,One,5,10,0,0,5-10 min
83,SelfAdmin,One,10,15,0,0,10-15 min
83,SelfAdmin,One,15,20,0,0,15-20 min
83,SelfAdmin,One,20,25,0,0,20-25 min
83,SelfAdmin,One,25,30,1,0,25-30 min
83,SelfAdmin,One,30,35,3,0,30-35 min
83,SelfAdmin,One,35,40,0,0,35-40 min
83,SelfAdmin,One,40,45,0,0,40-45 min
83,SelfAdmin,One,45,50,0,0,45-50 min
83,SelfAdmin,One,50,55,0,0,50-55 min
83,SelfAdmin,One,55,60,0,0,55-60 min
83,SelfAdmin,One,60,65,0,0,60-65 min
83,SelfAdmin,One,65,70,0,0,65-70 min
83,SelfAdmin,One,70,75,0,0,70-75 min
83,SelfAdmin,One,75,80,0,0,75-80 min
83,SelfAdmin,One,80,85,0,0,80-85 min
83,SelfAdmin,One,85,90,0,0,85-90 min
83,SelfAdmin,One,90,95,1,0,90-95 min
83,SelfAdmin,One,95,100,0,0,95-100 min
83,SelfAdmin,One,100,105,0,0,100-105 min
83,SelfAdmin,One,105,110,0,0,105-110 min
83,SelfAdmin,One,110,115,0,0,110-115 min
83,SelfAdmin,One,115,120,1,0,115-120 min
83,SelfAdmin,One,120,125,1,0,120-125 min
83,SelfAdmin,One,125,130,0,0,125-130 min
83,SelfAdmin,One,130,135,0,0,130-135 min
83,SelfAdmin,One,135,140,0,0,135-140 min
83,SelfAdmin,One,140,145,0,0,140-145 min
83,SelfAdmin,One,145,150,0,0,145-150 min
83,SelfAdmin,One,150,155,0,0,150-155 min
83,SelfAdmin,One,155,160,0,0,155-160 min
83,SelfAdmin,One,160,165,0,0,160-165 min
83,SelfAdmin,One,165,170,0,0,165-170 min
83,SelfAdmin,One,170,175,0,0,170-175 min
83,SelfAdmin,One,175,180,0,0,175-180 min
84,SelfAdmin,One,0,5,1,1,0-5 min
84,SelfAdmin,One,5,10,3,4,5-10 min
84,SelfAdmin,One,10,15,0,0,10-15 min
84,SelfAdmin,One,15,20,0,0,15-20 min
84,SelfAdmin,One,20,25,0,0,20-25 min
84,SelfAdmin,One,25,30,0,0,25-30 min
84,SelfAdmin,One,30,35,0,0,30-35 min
84,SelfAdmin,One,35,40,6,0,35-40 min
84,SelfAdmin,One,40,45,3,0,40-45 min
84,SelfAdmin,One,45,50,0,0,45-50 min
84,SelfAdmin,One,50,55,0,0,50-55 min
84,SelfAdmin,One,55,60,0,0,55-60 min
84,SelfAdmin,One,60,65,0,0,60-65 min
84,SelfAdmin,One,65,70,0,0,65-70 min
84,SelfAdmin,One,70,75,0,0,70-75 min
84,SelfAdmin,One,75,80,0,0,75-80 min
84,SelfAdmin,One,80,85,0,0,80-85 min
84,SelfAdmin,One,85,90,0,0,85-90 min
84,SelfAdmin,One,90,95,0,0,90-95 min
84,SelfAdmin,One,95,100,0,0,95-100 min
84,SelfAdmin,One,100,105,0,0,100-105 min
84,SelfAdmin,One,105,110,0,0,105-110 min
84,SelfAdmin,One,110,115,0,0,110-115 min
84,SelfAdmin,One,115,120,0,0,115-120 min
84,SelfAdmin,One,120,125,0,0,120-125 min
84,SelfAdmin,One,125,130,0,0,125-130 min
84,SelfAdmin,One,130,135,0,0,130-135 min
84,SelfAdmin,One,135,140,0,0,135-140 min
84,SelfAdmin,One,140,145,7,0,140-145 min
84,SelfAdmin,One,145,150,0,0,145-150 min
84,SelfAdmin,One,150,155,0,0,150-155 min
84,SelfAdmin,One,155,160,0,0,155-160 min
84,SelfAdmin,One,160,165,0,0,160-165 min
84,SelfAdmin,One,165,170,0,0,165-170 min
84,SelfAdmin,One,170,175,0,0,170-175 min
84,SelfAdmin,One,175,180,0,0,175-180 min
85,SelfAdmin,One,0,5,2,1,0-5 min
85,SelfAdmin,One,5,10,1,5,5-10 min
85,SelfAdmin,One,10,15,4,1,10-15 min
85,SelfAdmin,One,15,20,1,0,15-20 min
85,SelfAdmin,One,20,25,1,1,20-25 min
85,SelfAdmin,One,25,30,4,0,25-30 min
85,SelfAdmin,One,30,35,0,0,30-35 min
85,SelfAdmin,One,35,40,2,0,35-40 min
85,SelfAdmin,One,40,45,3,0,40-45 min
85,SelfAdmin,One,45,50,3,1,45-50 min
85,SelfAdmin,One,50,55,2,3,50-55 min
85,SelfAdmin,One,55,60,6,1,55-60 min
85,SelfAdmin,One,60,65,1,3,60-65 min
85,SelfAdmin,One,65,70,3,2,65-70 min
85,SelfAdmin,One,70,75,2,2,70-75 min
85,SelfAdmin,One,75,80,0,0,75-80 min
85,SelfAdmin,One,80,85,1,0,80-85 min
85,SelfAdmin,One,85,90,2,2,85-90 min
85,SelfAdmin,One,90,95,3,3,90-95 min
85,SelfAdmin,One,95,100,0,2,95-100 min
85,SelfAdmin,One,100,105,3,2,100-105 min
85,SelfAdmin,One,105,110,2,0,105-110 min
85,SelfAdmin,One,110,115,2,4,110-115 min
85,SelfAdmin,One,115,120,1,1,115-120 min
85,SelfAdmin,One,120,125,1,1,120-125 min
85,SelfAdmin,One,125,130,3,3,125-130 min
85,SelfAdmin,One,130,135,2,0,130-135 min
85,SelfAdmin,One,135,140,5,5,135-140 min
85,SelfAdmin,One,140,145,0,0,140-145 min
85,SelfAdmin,One,145,150,1,4,145-150 min
85,SelfAdmin,One,150,155,1,2,150-155 min
85,SelfAdmin,One,155,160,3,0,155-160 min
85,SelfAdmin,One,160,165,8,3,160-165 min
85,SelfAdmin,One,165,170,2,0,165-170 min
85,SelfAdmin,One,170,175,3,0,170-175 min
85,SelfAdmin,One,175,180,5,3,175-180 min
86,SelfAdmin,One,0,5,0,0,0-5 min
86,SelfAdmin,One,5,10,0,0,5-10 min
86,SelfAdmin,One,10,15,0,0,10-15 min
86,SelfAdmin,One,15,20,0,0,15-20 min
86,SelfAdmin,One,20,25,0,0,20-25 min
86,SelfAdmin,One,25,30,1,3,25-30 min
86,SelfAdmin,One,30,35,0,0,30-35 min
86,SelfAdmin,One,35,40,0,0,35-40 min
86,SelfAdmin,One,40,45,0,0,40-45 min
86,SelfAdmin,One,45,50,0,0,45-50 min
86,SelfAdmin,One,50,55,0,0,50-55 min
86,SelfAdmin,One,55,60,0,0,55-60 min
86,SelfAdmin,One,60,65,0,0,60-65 min
86,SelfAdmin,One,65,70,0,0,65-70 min
86,SelfAdmin,One,70,75,0,0,70-75 min
86,SelfAdmin,One,75,80,0,0,75-80 min
86,SelfAdmin,One,80,85,1,2,80-85 min
86,SelfAdmin,One,85,90,0,0,85-90 min
86,SelfAdmin,One,90,95,0,0,90-95 min
86,SelfAdmin,One,95,100,0,0,95-100 min
86,SelfAdmin,One,100,105,0,0,100-105 min
86,SelfAdmin,One,105,110,0,0,105-110 min
86,SelfAdmin,One,110,115,0,0,110-115 min
86,SelfAdmin,One,115,120,0,0,115-120 min
86,SelfAdmin,One,120,125,0,0,120-125 min
86,SelfAdmin,One,125,130,0,0,125-130 min
86,SelfAdmin,One,130,135,0,0,130-135 min
86,SelfAdmin,One,135,140,1,0,135-140 min
86,SelfAdmin,One,140,145,0,0,140-145 min
86,SelfAdmin,One,145,150,0,0,145-150 min
86,SelfAdmin,One,150,155,0,0,150-155 min
86,SelfAdmin,One,155,160,0,0,155-160 min
86,SelfAdmin,One,160,165,0,0,160-165 min
86,SelfAdmin,One,165,170,0,0,165-170 min
86,SelfAdmin,One,170,175,0,0,170-175 min
86,SelfAdmin,One,175,180,0,0,175-180 min
87,SelfAdmin,One,0,5,5,4,0-5 min
87,SelfAdmin,One,5,10,1,1,5-10 min
87,SelfAdmin,One,10,15,0,0,10-15 min
87,SelfAdmin,One,15,20,0,0,15-20 min
87,SelfAdmin,One,20,25,0,0,20-25 min
87,SelfAdmin,One,25,30,0,0,25-30 min
87,SelfAdmin,One,30,35,0,0,30-35 min
87,SelfAdmin,One,35,40,0,0,35-40 min
87,SelfAdmin,One,40,45,0,0,40-45 min
87,SelfAdmin,One,45,50,0,0,45-50 min
87,SelfAdmin,One,50,55,0,0,50-55 min
87,SelfAdmin,One,55,60,0,3,55-60 min
87,SelfAdmin,One,60,65,0,0,60-65 min
87,SelfAdmin,One,65,70,0,0,65-70 min
87,SelfAdmin,One,70,75,4,0,70-75 min
87,SelfAdmin,One,75,80,0,0,75-80 min
87,SelfAdmin,One,80,85,0,0,80-85 min
87,SelfAdmin,One,85,90,0,0,85-90 min
87,SelfAdmin,One,90,95,0,0,90-95 min
87,SelfAdmin,One,95,100,0,0,95-100 min
87,SelfAdmin,One,100,105,1,9,100-105 min
87,SelfAdmin,One,105,110,0,0,105-110 min
87,SelfAdmin,One,110,115,0,0,110-115 min
87,SelfAdmin,One,115,120,0,0,115-120 min
87,SelfAdmin,One,120,125,0,0,120-125 min
87,SelfAdmin,One,125,130,0,0,125-130 min
87,SelfAdmin,One,130,135,0,0,130-135 min
87,SelfAdmin,One,135,140,0,0,135-140 min
87,SelfAdmin,One,140,145,0,0,140-145 min
87,SelfAdmin,One,145,150,0,0,145-150 min
87,SelfAdmin,One,150,155,0,0,150-155 min
